filename id form seg xpostag lem eng_translation org_tags_split processed_tags_split
P248881.conll o.3.4 AN-gu2-gu2-mu Angugumu[1][-ra] PN.DAT-H Angugumu Angugumu "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.4.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.4.2 dug dug[pot] N dug pot ['N'] ['n']
P248881.conll o.4.3 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.4.4 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P248881.conll o.4.5 dug dug[pot] N dug pot ['N'] ['n']
P248881.conll o.4.6 du du[quality_designation][-ø] NF.V.ABS du quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.5.1 ur-ab-ba Urabba[1][-ra] PN.DAT-H Urabba Urabba "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.6.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.6.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.6.3 ha-la Hala[1][-ra] PN.DAT-H Hala Hala "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.7.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.7.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.7.3 a-lu5-lu5 Alulu[1][-ra] PN.DAT-H Alulu Alulu "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.8.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.8.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.8.3 ur-{d}lamma Urlamma[1][-ra] PN.DAT-H Urlamma Urlamma "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.9.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.9.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.9.3 ur-{d}asznan Urasznan[1][-ra] PN.DAT-H Urasznan Urasznan "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.10.1 3(asz) 3(asz)[one] NU 3(asz) one ['NU'] ['num']
P248881.conll o.10.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.10.3 ur-ab-ba-saga Urabbasaga[1][-ra] PN.DAT-H Urabbasaga Urabbasaga "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.11.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.11.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.11.3 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.11.4 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.11.5 ur-{d}en-ki Urenki[1][-ra] PN.DAT-H Urenki Urenki "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.12.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.12.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.12.3 lu2-kal-la Lukala[1][-ra] PN.DAT-H Lukala Lukala "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.13.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.13.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.13.3 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll o.13.4 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.13.5 ur-e2-mah Uremah[1][-ra] PN.DAT-H Uremah Uremah "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.14.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.14.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.14.3 lugal-ma2-gur8-re Lugalmagure[1][-ra] PN.DAT-H Lugalmagure Lugalmagure "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll o.15.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll o.15.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll o.15.3 a-al-ni Ayalni[1][-ra] PN.DAT-H Ayalni Ayalni "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.1.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll r.1.2 dug dug[pot] N dug pot ['N'] ['n']
P248881.conll r.1.3 kasz kasz[beer] N kasz beer ['N'] ['n']
P248881.conll r.1.4 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.2.1 lugal-ezem Lugalezem[1][-ra] PN.DAT-H Lugalezem Lugalezem "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.3.1 3(asz) 3(asz)[one] NU 3(asz) one ['NU'] ['num']
P248881.conll r.3.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.3.3 lugal-{gesz}gigir-re Lugalgigire[1][-ra] PN.DAT-H Lugalgigire Lugalgigire "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.4.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll r.4.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.4.3 lugal-iti-da Lugalitida[1][-ra] PN.DAT-H Lugalitida Lugalitida "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.5.1 4(asz) 4(asz)[one] NU 4(asz) one ['NU'] ['num']
P248881.conll r.5.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.5.3 sza3-ad-da Szadda[1][-ra] PN.DAT-H Szadda Szadda "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.6.1 3(asz) 3(asz)[one] NU 3(asz) one ['NU'] ['num']
P248881.conll r.6.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.6.3 lugal-kisal Lugalkisal[1][-ra] PN.DAT-H Lugalkisal Lugalkisal "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.7.1 4(asz) 4(asz)[one] NU 4(asz) one ['NU'] ['num']
P248881.conll r.7.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.7.3 da-da-a Dadaya[1][-ra] PN.DAT-H Dadaya Dadaya "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.8.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll r.8.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.8.3 igi-gir2-ni-mu Igigirnimu[1][-ra] PN.DAT-H Igigirnimu Igigirnimu "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.9.1 2(asz) 2(asz)[one] NU 2(asz) one ['NU'] ['num']
P248881.conll r.9.2 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.9.3 lugal-bad3 Lugalbad[1][-ra] PN.DAT-H Lugalbad Lugalbad "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.10.1 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll r.10.2 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.10.3 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll r.10.4 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.10.5 inim-{d}szara2 Inimszara[1][-ra] PN.DAT-H Inimszara Inimszara "['PN', 'DAT-H']" "['pn', 'dat-h', 'np']"
P248881.conll r.11.1 5(ban2) 5(ban)[unit] N 5(ban) unit ['N'] ['n']
P248881.conll r.11.2 e2-muhaldim emuhaldim[kitchen][-sze] N.TERM emuhaldim kitchen "['N', 'TERM']" "['n', 'term']"
P248881.conll r.12.1 szunigin szunigin[total] N szunigin total ['N'] ['n']
P248881.conll r.12.2 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll r.12.3 1(barig) 1(bariga)[unit] N 1(bariga) unit ['N'] ['n']
P248881.conll r.12.4 4(ban2) 4(ban)[unit] N 4(ban) unit ['N'] ['n']
P248881.conll r.12.5 kasz kasz[beer] N kasz beer ['N'] ['n']
P248881.conll r.12.6 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.12.7 gur gur[unit] N gur unit ['N'] ['n']
P248881.conll r.13.1 szunigin szunigin[total] N szunigin total ['N'] ['n']
P248881.conll r.13.2 1(asz) 1(asz)[one] NU 1(asz) one ['NU'] ['num']
P248881.conll r.13.3 3(barig) 3(bariga)[unit] N 3(bariga) unit ['N'] ['n']
P248881.conll r.13.4 5(ban2) 5(ban)[unit] N 5(ban) unit ['N'] ['n']
P248881.conll r.13.5 kasz kasz[beer] N kasz beer ['N'] ['n']
P248881.conll r.13.6 du gin[quality_designation][-ø] NF.V.ABS gin quality_designation "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P248881.conll r.13.7 gur gur[unit] N gur unit ['N'] ['n']
P248881.conll r.14.1 zi-ga zig[expend]-a NF.V.PT zig expend "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P248881.conll r.14.2 u4 ud[day] N ud day ['N'] ['n']
P248881.conll r.14.3 1(disz)-kam 1(disz)[one]-ak-am NU.GEN.COP-3-SG 1(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P248881.conll r.15.1 mu mu[year] N mu year ['N'] ['n']
P248881.conll r.15.2 sza-asz-szu2-ru-um{ki} Szaszszurum[1][-ø] SN.ABS Szaszszurum Szaszszurum "['SN', 'ABS']" "['sn', 'abs', 'np']"
P248881.conll r.15.3 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P102283.conll o.1.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102283.conll o.1.2 sze sze[barley] N sze barley ['N'] ['n']
P102283.conll o.1.3 gur gur[unit] N gur unit ['N'] ['n']
P102283.conll o.1.4 lugal lugal[king][-ak][-ø] N.GEN.ABS lugal king "['N', 'GEN', 'ABS']" "['n', 'gen', 'abs']"
P102283.conll o.2.1 lugal-e2-mah-e Lugalemahe[1][-e] PN.ERG Lugalemahe Lugalemahe "['PN', 'ERG']" "['pn', 'erg', 'np']"
P102283.conll o.3.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102283.conll o.3.2 sze sze[barley] N sze barley ['N'] ['n']
P102283.conll o.3.3 gur gur[unit][-ø] N.ABS gur unit "['N', 'ABS']" "['n', 'abs']"
P102283.conll o.4.1 lugal-si-NE-e Lugalsine'e[1][-e] PN.ERG Lugalsine'e Lugalsine'e "['PN', 'ERG']" "['pn', 'erg', 'np']"
P102283.conll o.5.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102283.conll o.5.2 gur gur[unit][-ø] N.ABS gur unit "['N', 'ABS']" "['n', 'abs']"
P102283.conll o.6.1 ur-{gesz}gigir Urgigir[1][-e] PN.ERG Urgigir Urgigir "['PN', 'ERG']" "['pn', 'erg', 'np']"
P102283.conll r.1.1 sze sze[barley] N sze barley ['N'] ['n']
P102283.conll r.1.2 i3-szah2-ka-sze3 iszah[lard]-ak-sze N.GEN.TERM iszah lard "['N', 'GEN', 'TERM']" "['n', 'gen', 'term']"
P102283.conll r.2.1 szu szu[hand][-e] N.L3-NH szu hand "['N', 'L3-NH']" "['n', 'l3-nh']"
P102283.conll r.2.2 ba-ti-esz2 ba[-n]-teg[accept][-esz] MID.3-SG-H-A.V.3-PL -teg accept "['MID', '3-SG-H-A', 'V', '3-PL']" "['mid', '3-sg-h-a', 'vblex', '3-pl']"
P102283.conll r.3.1 iti iti[month] N iti month ['N'] ['n']
P102283.conll r.3.2 sze-sag-ku5 Szesagku[1][-'a] MN.L1 Szesagku Szesagku "['MN', 'L1']" "['mn', 'l1', 'np']"
P102283.conll r.4.1 mu mu[year] N mu year ['N'] ['n']
P102283.conll r.4.2 si-mu-ru-um{ki} Simurrum[1][-ø] SN.ABS Simurrum Simurrum "['SN', 'ABS']" "['sn', 'abs', 'np']"
P102283.conll r.4.3 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P340303.conll o.1.1 5(disz) 5(disz)[one] NU 5(disz) one ['NU'] ['num']
P340303.conll o.1.2 gurusz gurusz[male] N gurusz male ['N'] ['n']
P340303.conll o.1.3 u4 ud[day] N ud day ['N'] ['n']
P340303.conll o.1.4 8(disz)-sze3 8(disz)[one]-sze NU.TERM 8(disz) one "['NU', 'TERM']" "['num', 'term']"
P340303.conll o.2.1 mar-sa marsa[shipyard][-'a] N.L1 marsa shipyard "['N', 'L1']" "['n', 'l1']"
P340303.conll o.2.2 gub-ba gub[assigned]-a[-ø] NF.V.PT.ABS gub assigned "['NF', 'V', 'PT', 'ABS']" "['nf', 'vblex', 'pt', 'abs']"
P340303.conll o.3.1 ki ki[place] N ki place ['N'] ['n']
P340303.conll o.3.2 lugal-nig2-lagar-e-ta Lugalniglagare[1][-ak]-ta PN.GEN.ABL Lugalniglagare Lugalniglagare "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P340303.conll o.4.1 szesz-kal-la Szeszkala[1][-e] PN.ERG Szeszkala Szeszkala "['PN', 'ERG']" "['pn', 'erg', 'np']"
P340303.conll o.4.2 i3-dab5 i[-n]-dab[seize][-ø] FIN.3-SG-H-A.V.3-SG-P -dab seize "['FIN', '3-SG-H-A', 'V', '3-SG-P']" "['fin', '3-sg-h-a', 'vblex', '3-sg-p']"
P340303.conll o.5.1 iti iti[month] N iti month ['N'] ['n']
P340303.conll o.5.2 {d}dumu-zi Dumuzi[1][-'a] MN.L1 Dumuzi Dumuzi "['MN', 'L1']" "['mn', 'l1', 'np']"
P340303.conll r.1.1 mu mu[year] N mu year ['N'] ['n']
P340303.conll r.1.2 us2-sa us[follow]-a NF.V.PT us follow "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P340303.conll r.1.3 an-sza-an{ki} Anszan[1][-ø] GN.ABS Anszan Anszan "['GN', 'ABS']" "['gn', 'abs', 'np']"
P340303.conll r.1.4 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P340303.conll s1.col1.1.1 ur-{d}li9-si4 Urlisi[1] PN Urlisi Urlisi ['PN'] "['pn', 'np']"
P340303.conll s1.col1.2.1 ensi2 ensik[ruler] N ensik ruler ['N'] ['n']
P340303.conll s1.col1.3.1 umma{ki} Umma[1][-ak][-ø] SN.GEN.ABS Umma Umma "['SN', 'GEN', 'ABS']" "['sn', 'gen', 'abs', 'np']"
P340303.conll s1.col1.4.1 szesz-kal-la Szeszkala[1] PN Szeszkala Szeszkala ['PN'] "['pn', 'np']"
P340303.conll s1.col2.1.1 dub-sar dubsar[scribe] N dubsar scribe ['N'] ['n']
P340303.conll s1.col2.2.1 dumu dumu[child] N dumu child ['N'] ['n']
P340303.conll s1.col2.2.2 na-silim Nasilim[1][-ak][-ø] PN.GEN.ABS Nasilim Nasilim "['PN', 'GEN', 'ABS']" "['pn', 'gen', 'abs', 'np']"
P340303.conll s1.col2.3.1 ARAD2-zu arad[slave]-zu[-ø] N.2-SG-POSS.ABS arad slave "['N', '2-SG-POSS', 'ABS']" "['n', '2-sg-poss', 'abs']"
P141530.conll o.1'.1 u3-ma-ni Umani[1] PN Umani Umani ['PN'] "['pn', 'np']"
P141530.conll o.2'.1 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P141530.conll o.2'.2 szesz-kal-la Szeszkala[1] PN Szeszkala Szeszkala ['PN'] "['pn', 'np']"
P141530.conll o.3'.1 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P141530.conll o.3'.2 nam-lugal-i3-du10 Namlugalidu[1] PN Namlugalidu Namlugalidu ['PN'] "['pn', 'np']"
P141530.conll o.3'.3 x _[_] _ _ _ ['_'] ['_']
P141530.conll o.4'.1 iti iti[month] N iti month ['N'] ['n']
P141530.conll o.4'.2 sze-sag11-ku5-ta Szesagku[1]-ta MN.ABL Szesagku Szesagku "['MN', 'ABL']" "['mn', 'abl', 'np']"
P141530.conll o.5'.1 iti iti[month] N iti month ['N'] ['n']
P141530.conll o.5'.2 e2-iti-6(disz)-sze3 E'iti6[1]-sze MN.TERM E'iti6 E'iti6 "['MN', 'TERM']" "['mn', 'term', 'np']"
P141530.conll o.6'.1 mu mu[year] N mu year ['N'] ['n']
P141530.conll o.6'.2 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P141530.conll o.6'.3 lugal-e lugal[king]-e N.ERG lugal king "['N', 'ERG']" "['n', 'erg']"
P141530.conll o.6'.4 ma2-gur8-mah magurmah[great_barge][-ø] N.ABS magurmah great_barge "['N', 'ABS']" "['n', 'abs']"
P141530.conll o.6'.5 {d}en-lil2 Enlil[1] DN Enlil Enlil ['DN'] "['dn', 'np']"
P141530.conll o.6'.6 {d}nin-lil2-ra Ninlil[1]-ra DN.DAT-H Ninlil Ninlil "['DN', 'DAT-H']" "['dn', 'dat-h', 'np']"
P141530.conll o.6'.7 mu-ne-dim2-sze3 mu-nnee[-a][-n]-dim[create][-ø]-sze VEN.3-PL.DAT.3-SG-H-A.V.3-SG-P.TERM -dim create "['VEN', '3-PL', 'DAT', '3-SG-H-A', 'V', '3-SG-P', 'TERM']" "['ven', '3-pl', 'dat', '3-sg-h-a', 'vblex', '3-sg-p', 'term']"
P141530.conll o.7'.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.7'.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.7'.3 1(gesz'u) 1(gesz'u)[six_hundred] NU 1(gesz'u) six_hundred ['NU'] ['num']
P141530.conll o.7'.4 7(gesz2) 7(gesz)[sixty] NU 7(gesz) sixty ['NU'] ['num']
P141530.conll o.7'.5 2(u)-kam 2(u)[ten]-ak-am NU.GEN.COP-3-SG 2(u) ten "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P141530.conll o.8'.1 4(u) 4(u)[ten] NU 4(u) ten ['NU'] ['num']
P141530.conll o.8'.2 5(disz) 5(disz)[one] NU 5(disz) one ['NU'] ['num']
P141530.conll o.8'.3 gurusz gurusz[male] N gurusz male ['N'] ['n']
P141530.conll o.8'.4 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.8'.5 1(disz)-sze3 1(disz)[one]-sze NU.TERM 1(disz) one "['NU', 'TERM']" "['num', 'term']"
P141530.conll o.8'.6 a2 a[labor] N a labor ['N'] ['n']
P141530.conll o.8'.7 szesz-kal-la Szeszkala[1][-ak] PN.GEN Szeszkala Szeszkala "['PN', 'GEN']" "['pn', 'gen', 'np']"
P141530.conll o.8'.8 sze sze[barley] N sze barley ['N'] ['n']
P141530.conll o.8'.9 ba-a ba[allot]-a NF.V.PT ba allot "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P141530.conll o.9'.1 sza3-bi-ta szag[heart]-bi-ta N.3-SG-NH-POSS.ABL szag heart "['N', '3-SG-NH-POSS', 'ABL']" "['n', '3-sg-nh-poss', 'abl']"
P141530.conll o.10'.1 4(u) 4(u)[ten] NU 4(u) ten ['NU'] ['num']
P141530.conll o.10'.2 5(disz) 5(disz)[one] NU 5(disz) one ['NU'] ['num']
P141530.conll o.10'.3 gurusz gurusz[male] N gurusz male ['N'] ['n']
P141530.conll o.10'.4 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.10'.5 1(disz)-sze3 1(disz)[one]-sze NU.TERM 1(disz) one "['NU', 'TERM']" "['num', 'term']"
P141530.conll o.10'.6 a2 a[labor] N a labor ['N'] ['n']
P141530.conll o.10'.7 szesz-kal-la Szeszkala[1][-ak] PN.GEN Szeszkala Szeszkala "['PN', 'GEN']" "['pn', 'gen', 'np']"
P141530.conll o.10'.8 szu szu[hand] N szu hand ['N'] ['n']
P141530.conll o.10'.9 a2 a[arm] N a arm ['N'] ['n']
P141530.conll o.10'.10 silim-ma silim[healthy]-a NF.V.PT silim healthy "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P141530.conll o.10'.11 du11-ga dug[perform]-a NF.V.PT dug perform "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P141530.conll o.11'.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P141530.conll o.11'.2 4(disz) 4(disz)[one] NU 4(disz) one ['NU'] ['num']
P141530.conll o.11'.3 {gi}pisan bisag[basket] N bisag basket ['N'] ['n']
P141530.conll o.11'.4 gid2-da gid[haul]-a NF.V.PT gid haul "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P141530.conll o.11'.5 saga saga[good][-ø] NF.V.ABS saga good "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P141530.conll o.11'.6 gid2-bi gid[length]-bi[-ø] N.3-SG-NH-POSS.ABS gid length "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.11'.7 2(disz) 2(disz)[one] NU 2(disz) one ['NU'] ['num']
P141530.conll o.11'.8 2/3(disz) 2/3(disz)[one] NU 3(disz) one ['NU'] ['num']
P141530.conll o.11'.9 kusz3-ta kusz[unit]-ta[-ø] N.ABL.ABS kusz unit "['N', 'ABL', 'ABS']" "['n', 'abl', 'abs']"
P141530.conll o.12'.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.12'.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.12'.3 5(gesz2) 5(gesz)[sixty] NU 5(gesz) sixty ['NU'] ['num']
P141530.conll o.12'.4 5(u)-kam 5(u)[ten]-ak-am NU.GEN.COP-3-SG 5(u) ten "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P141530.conll o.13'.1 7(disz) 7(disz)[one] NU 7(disz) one ['NU'] ['num']
P141530.conll o.13'.2 {gi}pisan bisag[basket] N bisag basket ['N'] ['n']
P141530.conll o.13'.3 sag sag[top_quality][-ø] NF.V.ABS sag top_quality "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P141530.conll o.14'.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.14'.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.14'.3 1(gesz2) 1(gesz)[sixty] NU 1(gesz) sixty ['NU'] ['num']
P141530.conll o.14'.4 2(u) 2(u)[ten] NU 2(u) ten ['NU'] ['num']
P141530.conll o.14'.5 4(disz)-kam 4(disz)[one]-ak-am NU.GEN.COP-3-SG 4(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P141530.conll o.15'.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P141530.conll o.15'.2 9(disz) 9(disz)[one] NU 9(disz) one ['NU'] ['num']
P141530.conll o.15'.3 {gi}pisan bisag[basket] N bisag basket ['N'] ['n']
P141530.conll o.15'.4 kid kid[mat] N kid mat ['N'] ['n']
P141530.conll o.16'.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.16'.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.16'.3 2(gesz2) 2(gesz)[sixty] NU 2(gesz) sixty ['NU'] ['num']
P141530.conll o.16'.4 3(u) 3(u)[ten] NU 3(u) ten ['NU'] ['num']
P141530.conll o.16'.5 2(disz)-kam 2(disz)[one]-ak-am NU.GEN.COP-3-SG 2(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P141530.conll o.17'.1 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P141530.conll o.17'.2 {gi}pisan bisag[basket] N bisag basket ['N'] ['n']
P141530.conll o.17'.3 hal-tur haltur[basket_type] N haltur basket_type ['N'] ['n']
P141530.conll o.18'.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll o.18'.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll o.18'.3 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P141530.conll o.18'.4 3(disz)-kam 3(disz)[one]-ak-am NU.GEN.COP-3-SG 3(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P141530.conll r.1.1 n _(_)[_] NU _(_) _ ['NU'] ['num']
P141530.conll r.1.2 {gi}pisan bisag[basket] N bisag basket ['N'] ['n']
P141530.conll r.1.3 ... _[_] _ _ _ ['_'] ['_']
P141530.conll r.2.1 a2-bi a[labor]-bi[-ø] N.3-SG-NH-POSS.ABS a labor "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P141530.conll r.2.2 u4 ud[day] N ud day ['N'] ['n']
P141530.conll r.2.3 n-kam _(_)[_]-ak-am NU.GEN.COP-3-SG _(_) _ "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
