,file,sux_sentence,eng_tranlation_reference,eng_rule_based_translation,eng_nn_based_translation,rule_bleu,nn_bleu
23,P467836.conll,1(disz) uz-tur 1(disz) ir7{muszen} 1(disz) tu-gur4{muszen} 1(disz) szah2-NE-tur-nita2-gesz-gi nig2-gu7 nin-ga2-sze3 1(disz) uz-tur 1(disz) ir7{muszen} ba-usz2 e2-gal-la ba-an-kux(KWU636) iti-ta u4 1(u) 7(disz) ba-zal zi-ga ur-{d}lugal-edin-na iti ki-siki {d}nin-a-zu mu us2-sa ur-bi2-lum{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,one uz small one ir7{ muszen} one tu gur4{ muszen} one piglet of <np> ta2 tree reed <n> gu7 of ninga of <np> one uz small one ir7{ muszen} he was died in palace of animal <np> n <vble> ( kwu636) month unknown ten day one that he was passed ependiture <n> { d} intercalary_month for <np> din stone_weight month day wool ninazu followed year urbilum place,1 duck 1 pigeon 1 dove 1 dove,1.416871324390222,0.0
24,P340847.conll,pisan-dub-ba nig2-ka9-ak kusz u3 kiszib3 dabx(U8)-ba-bi lu2-{d}nam2-an-ka i3-gal2 mu {d}amar-{d}suen lugal ,Szusuen strong king king of Urim king of the four quarters,filing_basket account leather and unit <vble> ()ewe <np> that he <vble> it on there person { d} nam2 <np> n mouth ni in year amarsuen intercalary_month,Basketoftablets accounts of leather and under seal of Lunamanka are here year AmarSuen is king,0.0,8.69441743889983
25,P316855.conll,pisan-dub-ba dub gid2-da ur-mes dumu ur-nig2 sza3 nigin6{ki} i3-gal2 mu ha-ar-szi{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket lengthened tablet urmes child <n>of <np> g2 heart nigin6{} day ni in year harszi place,Basketoftablets longtablets of Urmes son of Urnig are here year Hari was destroyed,0.0,7.421978142078759
26,P315822.conll,pisan-dub-ba dub gid2-da x-ab-ba i3-gal2 mu en-unu6-gal {d}inanna ba-hun ,Szusuen strong king king of Urim king of the four quarters,filing_basket lengthened tablet <np> b <np> he ni in year enunugal inanna was hired,Basketoftablets longtablets of abba was hired,0.0,4.2631635386103275
27,P424392.conll,1(disz) ud5 a-dara4 ba-usz2 u4 2(u) 8(disz)-kam ki lu2-dingir-ra {d}szul-gi-iri-mu szu ba-ti iti ezem-{d}nin-a-zu mu sza-asz-ru{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,one goat a dara4 he was died ten day semolina day ludingira and szulgiirimu at hand was n him month in ezemninazu year szaszru place,1 adarananny slaughtered on the 28th day of the month from Ludingira received,0.0,13.198350911817593
28,P411977.conll,pisan-dub-ba bi2-tum mu-kux(DU) me-{d}isztaran iti ses-da-gu7 mu e2 {d}szara2 mu-du3 i3-gal2 ,Szusuen strong king king of Urim king of the four quarters,filing_basket <np> year <vble> (quality_designation ) meisztaran month in sesdagu year house szara n towards him he ni in,Basketoftablets chambers delivery of MeItaran year The house of ara was erected are here,0.0,6.881619120795608
29,P432188.conll,szul-gi da-num2 _lugal_ uri5{ki} u3 _lugal_ ki-ib-ra-tim ar-ba-im _ba-dim2_ e2-mes-lam _e2_ {d}ne3-eri11-gal be-li2-szu in gu2-du8-a{ki} ,Szusuen strong king king of Urim king of the four quarters,szulgir unknown num2 king of urim and king day ib <np> tim ar <np> clay was created house mes <np> m _ house_ { d} ne3for <np> ri11 big be li2 at hand in spread bank { day},ulgi mighty king of Ur Menamnina,6.038830120533914,12.749832803215396
30,P430147.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba ARAD2-{d}nanna dumu i3-li2-x-x sagi ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king aradnanna child oil li2 cup_bearer an,Suen strong king king of Ur,3.814165616365677,28.2200188850411
31,P208745.conll,pisan-dub-ba nig2-ka9-ak ur-{gesz}gigir szabra mu 2(disz)-kam i3-gal2 mu en-unu6-gal u3 mu sza-asz-ru{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket account urgigir chief_administrator his is of one year ni in year enunugal and year szaszru,Basketoftablets accounts of Urgigir the chief household administrator are here year Enunugal the household manager,3.5718005371235004,6.414636387971745
32,P137383.conll,pisan-dub-ba in-dub gesz e3-a ku3 masz2 ki-a sze apin-la2 da-ba-a sze-gesz-i3 mu-kux(DU) gu mu-kux(DU) zu2-lum mu-kux(DU) u3 la2-ia3 su-ga-bi im-bi 1(u) 1(disz)-am3 nigin-ba-bi 1(disz)-am3 i3-in-gal2 iti 1(u) 3(disz)-kam mu us2-sa bad3 ma-da ba-du3-a ,Szusuen strong king king of Urim king of the four quarters,filing_basket <vble> left tree silver goat <n> barley tenancy unknown <np> <np> sesame_seed year <vble> (quality_designation ) cord year <vble> (quality_designation ) date year <vble> (quality_designation ) and repaid arrears that he <vble> it on there ten its clay his is of <num> this of <n> that he <vble> it on there his is of <num> oil in <np> ten month his is of one followed year wall land was built,Basketoftablets reports of doctors delivery,1.3367624118074504,3.5818229980362806
33,P116255.conll,pisan-dub-ba dub gid2-da i3-dub giri3 ku5-da-mu i3-gal2 mu si-mu-ru-um{ki} lu-lu-bu{ki} <a>-ra2 1(u) la2 1(disz)-kam-asz ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket lengthened tablet granary foot kudamu ni in year month lulubu ten times unit his is of <num> place,Basketoftablets longtablets via the silo of treshing,2.9999683508347417,7.929446600357254
34,P204646.conll,pisan-dub-ba nig2-ka9-ak mu 2(disz) sze-ba gu2 i7 nigin6{ki}-du i3-gal2 mu en-mah-gal-an-na ,Szusuen strong king king of Urim king of the four quarters,filing_basket account one year ration bank river nigin6{quality_designation} day he ni in year enmahgalana,Basketoftablets accounts 2 years barley rations of the bank of the waterway Nigindu are here year Enmagalana,0.0,13.613639762823993
35,P432290.conll,{d}szara2 ,Szusuen strong king king of Urim king of the four quarters,szara,ara of ara,0.0,1.4413947690588285
36,P113323.conll,5/6(disz) sila3 lal3 ku3-bi 2/3(disz) gin2 4(disz) amar-sag uz-tur ku3-bi 1(disz) gin2 1(disz) ku5-da ku3-bi 1(disz) gin2 la2 igi-6(disz)-gal2 1(u) la2 1(disz) pesz2-gesz-gi ku3-bi igi-6(disz)-gal2 6(disz) sze 1(disz) amar-sag u2-ga{muszen} ku3-bi 1(u) 6(disz) sze 3(gesz2) 2(u) ku6 kun-zi saga ku3-bi 2(disz) gin2 igi-6(disz)-gal2 1(u) sze nesag {d}en-lil2-la2 kiszib3 ha-lu5-lu5 mu e2 puzur4-da-gan lugal-ezem dub-sar dumu lugal-e2-mah-e szabra ,Szusuen strong king king of Urim king of the four quarters,one month syrup one its silver one unit calf head uz small one its silver one unit kuda one its silver unit one unit ten one unit pesz2 tree reed one its silver one one barley calf head grass milk{ muszen} ten its silver one sity barley ten fish <np> <np> good one its silver one unit ten barley offering of enlil unit ha of lulu year house puzurdagan lugalezem scribe child lugalemahe chief_administrator,56 sila3 date syrup its silver 23 shekel 4 aducklings their silver 1 shekel 2 grains,1.2823837080528822,0.0
37,P432335.conll,... x-a '. nam-ra-asz '. mu-na-ak-a '. nam-ti-la-ni-sze3 '. a mu-na-ru ,Szusuen strong king king of Urim king of the four quarters,<np> ' <n> <np> <np> sz ' year stone_weight <np> k <np> ' life <np>of <np>of <np> ' a he n it for him,Teeming fruit covered like a garment,0.0,0.0
38,P107128.conll,pisan-dub-ba sza3 {kusz}du10-gan e2-kas4 sza3 gir2-su{ki} i3-gal2 iti ezem-{d}dumu-zi-ka iti sze-il2-la-sze3 iti 7(disz)-kam mu us2-sa ki-masz{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket heart leather_bag house for runner heart of girsu ni in month in ezemdumuzi mouth month towards szeilla followed month followed year kimasz place,Basketoftablets in the pouches of the Nagabtum are here from month FestivalofDumuzi to month Barleycarried a period of 7 years,2.368152193822409,11.544630678189572
39,P432353.conll,{d}nin-ku3-nun-na nin-a-ni-ir nam-ti ... ,Szusuen strong king king of Urim king of the four quarters,towards ninkunun stone_weight for his lady ir life,For Ninkununa his mistress for the life,0.0,4.714877157589494
40,P331043.conll,pisan-dub-ba giri3-se3-ga sipa gu4 1(u)-sze3 ha-la-a sza3 hu-rim3{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket attendant shepherd towards ten o of <np> heart hu rim3{ day},Basketoftablets in total for the standing personnel of oxen of Enlil,4.789232204309912,11.934285611408075
41,P130219.conll,1(disz) gurusz u4 4(disz)-sze3 kar umma{ki}-ta iri-sa12-rig7{ki}-sze3 ma2 gid2-da u4 1(disz)-sze3 sze bala-a u3 sze ma2-a si-ga iri-sa12-rig7{ki}-ta u4 2(disz)-sze3 kun-zi-da {gesz}kiri6 gesztin-sze3 ma2 gid2-da u4 1(disz)-sze3 e2-duru5 uri3-ru2-a-ka sze bala-a u4 7(disz)-sze3 e2-duru5 szesz du3-a-ta kun-zi-da i7 {d}amar-{d}suen-ni-tum-sze3 sze ga6-ga2 kun-zi-da i7 {d}amar-{d}suen-ni-tum-ta u4 2(disz)-sze3 iri-sa12-rig7-sze3 ma2 gid2-da u3 bala ak u4 2(disz)-sze3 iri-sa12-rig7{ki}-ta ka da-mi-ma-ma-sze3 ma2 gid2-da u4 2(disz)-sze3 umma{ki}-sze3 ma2 diri-ga!(DA) u4 1(disz)-sze3 ma2 ba-al-la u4 1(disz)-sze3 sze bala-a ugula lugal-e2-mah-e kiszib3 a-du-mu mu ma2 {d}en-ki ba-ab-du8 ur-{d}suen dub-sar dumu ur-{gesz}gigir sza3-tam ,Szusuen strong king king of Urim king of the four quarters,one male towards one day <n> from umma city sa12 rig7{}day of <np> lengthened ship towards one day barley of ta and barley loaded in ship from irisagrig towards one day weir orchard vine of <np> lengthened ship towards one day village uri3 ru2 <np> mouth barley of ta towards one day village built brother unknown weir river amarsuen of <np>from <np>of <np> carried barley weir river amarsuen of <np>from <np> unknown towards one day city sa12 rig7of <np> lengthened ship and ecavated in turn towards one day from irisagrig mouth unknown <n> ma maof <np> lengthened ship towards one day king of <np> drifted ship !() unknown towards one day transferred ship towards one day barley of ta overseer lugalemahe unit of adumu year he was caulked ship of enki ursuen scribe child urgigir <n>,1 male laborer for 4 workdays from Ummaharbor to Irisagrig barge punted and barge unloaded,1.6792034491697452,0.0
42,P212352.conll,2(u) 6(disz) udu u2 ki {d}szul-gi-i3-li2-ta ur-ku3-nun-na i3-dab5 iti ezem-mah mu e2 {d}szara2 umma{ki} ba-du3 du11-ga dub-sar dumu lu2-{d}nin-gir2-su sipa na-gab2-tum ,Szusuen strong king king of Urim king of the four quarters,ten one sheep grass day from szulgirili and urkununa n him month in ezemmah year house szara king was built irrigate scribe child luningirsu shepherd of stockyard,26 sheep grassfed from ulgiils account booked out month Grand Festival year The house of ara in Umma was erected,3.5359518024403367,2.847994216380736
43,P205148.conll,pisan-dub-ba ab2 gu4 gub-ba i3-... ib2-da-...-ra i3-gal2 mu us2-sa en eridu{ki} ba-hun-ga2 ,Szusuen strong king king of Urim king of the four quarters,filing_basket cow assigned o of <np> middle unknown <np> he ni in followed year he was hired priest of eridug,Basketoftablets cows therefroms restitutions in Eridu are here year following The enpriest in Eridu was installed,4.7897362544357485,0.0
44,P370955.conll,5(disz) {gi}ma-sa2-ab 2(ban2)-ta nu-ur2-ma ba-an-si tum-ma-al-sze3 giri3 la-qi3-pu szandana zi-ga iti nig2-{d}en-lil2-la2 mu en {d}en-ki ba-hun ,Szusuen strong king king of Urim king of the four quarters,{day reed} ma bundle <np> b <num> not ur2 ma of animal <np> n si of tummal of <np> foot la qi3 pu gardenner ependiture month <n> of enlil year he was hired priest of enki,5 masabbaskets at 2 ban each filled with pomegranates to Tummal month Amarayasi year The lord of Enlil was installed,2.645626975362072,2.847994216380736
45,P108651.conll,2(asz) zi3 sig15 gur lugal 3(u) dabin gur kiszib3 ulu3-di 9(asz) 3(barig) 2(disz) sila3 dabin gur kiszib3 lu2-{d}nin-mar{ki} dumu du10-ga szunigin sze-bi 4(u) 3(asz) 3(barig) 2(disz) sila3 gur a2-bi 2(gesz'u) 4(u) 8(disz) geme2 u4 1(disz)-sze3 sza3-bi-ta 1(u) ziz2 gur kiszib3 lu2-{d}utu ugula kikken 9(asz) 3(ban2) sze gur kiszib3 ur-{d}ig-alim ugula kikken2 giri3 lu2-{d}nin-mar{ki} dumu du10-ga 1(u) la2 3(ban2) 5(disz) sila3 sze gur kiszib3 ur-nigar{gar} 2(asz) sze gur an-ne2-ba-du7 nar sza3 nibru{ki} 6(asz) sze gur kiszib3 szesz-kal-la sza3 gir2-su{ki} szunigin 3(u) 7(asz) la2 5(disz) sila3 sze ziz2 gur zi-ga la2-ia3 6(asz) 3(barig) 7(disz) sila3 sze gur la2-ia3 7(disz) gin2 la2 1(u) 2(disz) sze ku3 a2 zi3-da-ka nig2-ka9-ak ka-la2-a ulu3-di dumu ha-ba-an-zi-zi mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3 ,Szusuen strong king king of Urim king of the four quarters,one flour flour_type unit ten intercalary_month semolina unit unit ulu3 one lawsuit one unit month semolina unit unit person <np> good child total ten its barley one one unit month unit si_hundred its labor ten king female_worker towards one day ten from its heart emmer unit unit luutu overseer kikken one day barley unit unit urigalim overseer kikken2 foot person <np> good child ten unit day day month barley unit unit urnigar one barley unit anne <np> du7 nar heart of nibru one barley unit unit szeszkala heart of girsu ten total one unit day month barley emmer unit ependiture one arrears one unit month barley unit one arrears unit ten unit one barley silver <num> of flour account mouth <np> <np> ulu3 lawsuit child ha <np> <np> n <np> <np> followed year house he was built puzuriszdagan,2 gur rough flour royal measure deficit 3 gur dabinflour under seal of Uludi 2 gur 3 barig 3 ban2 2 sila3,0.9305752216971783,2.5859978870845364
46,P100765.conll,pisan-dub-ba im nam-sza3-tam ugula nam-1(u)-ke4-ne da-umma{ki} a-pi4-sal4{ki} gu2-edin-na u3 musz-bi-an i3-gal2 mu 2(disz)-kam mu ur-bi2-lum u3 mu ki-masz{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket clay administration overseer <num> ke4 ne of daumma in apisal of guedina and musz that he <vble> it on there <np> n he ni in his is of one year year <n> bi2 lum and year kimasz,Basketoftablets tablets official foremen of the 1man labortroops of year Urbilum are here a period of 2 years,2.505442085500807,12.846189726767712
47,P127326.conll,1(disz) amar az ur-{d}suen dumu-lugal mu-kux(DU) iti ezem-an-na mu si-mu-ru-um u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz@t)-kam-asz ba-hul u4 2(u) 3(disz)-kam ,Szusuen strong king king of Urim king of the four quarters,one calf az ursuen <n> year <vble> (quality_designation ) month in ezemanna year simurum and lulubu ten times unit 1( disz@ t)his is of _ <np> sz place ten day his is of one,1 bear cub from UrSuen the kings son delivery month Festival of An year Simurum and Lulubu were destroyed for the 3rd time,2.8024303261385577,4.157870411451622
48,P432169.conll,{d}nimin-tab-ba ,Szusuen strong king king of Urim king of the four quarters,{ d} nimin grasped,For Nimintaba they issue commands to him,0.0,0.0
49,P432268.conll,{d}inanna ,Szusuen strong king king of Urim king of the four quarters,inanna,For Inanna,0.0,0.0
50,P458725.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba gu-du-du dub-sar ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king gududu scribe an,Suen strong king king of Ur,4.789232204309912,28.2200188850411
51,P111481.conll,pisan-dub-ba diri-ba gu4 apin-na mu hu-hu-nu-ri ba-hul mu en eridu{ki} ba-hun u3 mu en {d}nanna kar-zi-da ba-hun mu 3(disz)-am3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket <vble> o <n> year hu hu not ri place year he was hired priest of eridug and year priest he was hired nanna of karzida his is one year,Basketoftablets there they set up there year unuri was destroyed total year The enpriestess of Nanna of Karzida was installed,3.1793039984225135,4.7897362544357485
52,P142051.conll,2(gesz2) 2(u) 4(disz) udu bar-gal2 4(disz) sila4 bar-gal2 7(disz) udu bar-su-ga 3(gesz2) 1(u) 2(disz) ud5 masz2 hi-a ki kas4-ta lu2-{d}suen i3-dab5 mu us2-sa ki-masz{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,sity ten one sheep one fleeced_sheep lamb one fleeced_sheep without_fleece sheep sity ten one goat mied goat day from kas and lusuen n him followed year kimasz place,144 sheep with fleece 4 lambs with fleece,0.0,0.0
53,P430412.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba-ke4 nu-ur2-{d}iszkur sagi ARAD2-da-ni in-na-ba ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king ke4 <np> cup_bearer of slave of <np> in stone_weight <np>,Suen strong king king of Ur,6.8384490263687825,28.2200188850411
54,P465776.conll,n n sila3 3(disz) 1/3(disz) gin2 sze gur x a2 lu2 hun-ga2 a-sza3-ga n 6(asz) 4(barig) gur a2 lu2 hun-ga2 x la2-ia3 nig2-ka9-ak ARAD2-dingir-ra a-tu dumu lugal-saga-ke4 su-su-dam mu x-... a-tu dub-sar dumu lugal-sa6-ga ,Szusuen strong king king of Urim king of the four quarters,n n one month one unit barley unit <num> hired person of field n one unit unit <num> hired person arrears account slave dingira and atu child good intercalary_month ke4 repaid year atu scribe child of lugalsaga,n gur n sila3 3 13 shekels barley labor of the hired men,2.573626848243208,13.198350911817593
55,P416464.conll,... 1(u) 1(disz) ... 5(disz) ,Szusuen strong king king of Urim king of the four quarters,ten one day,11,0.0,0.0
56,P432135.conll,{d}en-lil2 ,Szusuen strong king king of Urim king of the four quarters,enlil,To Enlil To Enlil Lugalmu,0.0,0.0
57,P455868.conll,lu2-{d}nin-gir2-su dub-sar dumu lu2-{d}ba-ba6 ,Szusuen strong king king of Urim king of the four quarters,luningirsu scribe child lubaba,LuNingirsu scribe son of LuBaba,0.0,3.5818229980362806
58,P465383.conll,x x x hi-a '. nam-ra-asz '. ha-da-ak '. NE-ESZ2 lugal '. x-x{ki} '. szaga-a '. he2-ni-dab5 '. szu-mu ba-ra-ba-ta-e3 '. lu2 hul- '. ib2-szi-ag2-ge26-a ,Szusuen strong king king of Urim king of the four quarters,mied ' <n> <np> <np> sz ' ha unknown <np> k ' <np> ' {intercalary_month} ' day <vble> in ' he2of <np> <vble> ' at hand <np> released <np> unknown for <np> 3 ' person hul ' middle szi <np> g2 ge26 <np>,The one who chases abundance towardson behalf of your shout May the wild bulls of the steppe enjoyed sweet sleep Rites had made the day look at night,0.0,8.215452263540023
59,P432209.conll,{d}szul-gi nita kal-ga lugal uri5{ki}-ma lugal ki-en-gi ki uri ,Szusuen strong king king of Urim king of the four quarters,szulgir male month intercalary_month year intercalary_month kiengi day uri,ulgi mighty man king of Ur and king of Sumer and Akkad,0.0,28.646290158800987
60,P113918.conll,5(bur3) 1(esze3) 3(iku) GAN2 sze-bi 4(u) 8(asz) 2(barig) gur la2-ia3 1(gesz2) 1(asz) 3(barig) sze gur a-sza3 dal-ba-na 2(bur3) 1(esze3) 3(iku) GAN2 sze-bi 5(u) 6(asz) gur diri 6(asz) gur a-sza3 igi e2-amar 3(bur3) 1(esze3) 3(iku) GAN2 sze-bi 1(gesz2) 8(asz) 1(barig) 2(ban2) gur la2-ia3 1(asz) 3(barig) 4(ban2) gur a-sza3 e2-duru5-ba-zi 1(esze3) 3(iku) GAN2 sze-bi 1(u) 4(asz) 1(barig) 2(ban2) gur diri 4(asz) 1(barig) 2(ban2) gur a-sza3 ab-il2-la szunigin 1(bur'u) 2(bur3) GAN2 szunigin sze-bi 3(gesz2) 6(asz) 4(barig) 4(ban2) gur mu-kux(DU) szunigin 5(u) 3(asz) 2(ban2) gur la2-ia3-am3 ugula szu-e2-a mu ... ,Szusuen strong king king of Urim king of the four quarters,unit unit unit field ten its barley one unit unit sity arrears one unit barley unit field dalbana unit unit unit field ten its barley one unit one unit unit field eye house <np> wagon unit unit unit field sity its barley one unit unit unit one arrears unit unit unit field village <np> <np> unit unit field ten its barley one unit unit unit one unit unit unit unit field elder il2 <np> total unit unit field total sity its barley one unit unit unit year <vble> (quality_designation ) ten total one unit unit arrears <np> m3 overseer szuea year,5 bur3 1 ee3 3 iku field surface its barley 48 gur 2 barig 2 ban2 the deficit 166 gur 3 barig,0.0,2.5859978870845364
61,P416459.conll,1(ban2) i3-szah2 u4 amar-du3-ta ba-ra-du8-a geme2-e ba-ab-de6 ki lu2-gi-na-ta ba-zi mu ha-ar-szi{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,unit lard day quality_designation calf released unknown spread female_worker for <np> of animal <np> b de6 day from lugina and bazi year harszi place,1 ban2 of lard when from they were released the female workers brought,2.368152193822409,7.421978142078759
62,P458780.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba-ke4 {d}szul-gi-ha-zi-ir szagina ARAD2-da-ni-ir in-na-ba ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king ke4 szulgir <np> ir governor of slave of <np> ir in stone_weight <np>,Suen strong king king of Ur,5.8948004328793395,28.2200188850411
63,P482028.conll,sila4 1(disz) masz2 u4 3(u)-kam ki ab-ba-sa6-ga-ta in-ta-e3-a i3-dab5 iti ezem-mah mu sza-asz-ru{ki} ba-hul 1(u) ,Szusuen strong king king of Urim king of the four quarters,one lamb goat his is of ten day day from abbasaga and intaea n him month in ezemmah year szaszru ten place,1 lamb 3th day from Abbasaga Intaea were destroyed,2.5859978870845364,0.0
64,P416425.conll,giri3 szu-esz18-dar sagi bala u4 1(u) 3(disz)-kam iti ezem-me-ki-gal2 mu en {d}inanna unu{ki}-ga masz2-e i3-pa3 {d}i-bi2-{d}suen lugal kal-ga lugal uri5{ki}-ma szu-esz18-dar sagi dumu ...-du ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,foot szueszdar cup_bearer in turn ten day his is of one month in ezemmekigal year priest inanna of unug at goat found ibbisuen intercalary_month month intercalary_month year szueszdar cup_bearer quality_designation child an,via uEdar the cupbearer bala the 13th day month Festival of Mekigal year IbbiSuen is king,2.978993732808176,8.141944530407883
65,P112536.conll,pisan-dub-ba gu2 udu i3 siki kas4 szusz3 mu 2(disz)-kam i3-gal2 mu en-unu6-gal {d}inanna! mu sza-asz-ru{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket bank sheep oil wool for runner of cattle_manager his is of one year ni in year enunugal inanna year szaszru,Basketoftablets sheep of oil the cattle manager of Kas the cattle administrator of a period of two years he ruled,4.5587998654198065,6.49202291440628
66,P430186.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba en-{d}nansze-ki-ag2 dumu ... ... ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king priest loved nansze child,Suen strong king king of Ur,4.4131346069773665,28.2200188850411
67,P458721.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba ba-ba-ra ... dumu lu2-{d}x-KA ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king porridge <np> child person { d} mouth an,Suen strong king king of Ur,3.3584068983394886,28.2200188850411
68,P205914.conll,pisan-dub-ba nig2-ka9-ak sze szuku-ra engar dumu-gu4-gur ab-ba-mu u3 ur-{d}lamma i3-gal2 mu en {d}inanna masz-e i3-pa3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket account barley of ration farmer of worker of abbamu and urlamma ni in year priest inanna at goat found,Basketoftablets accounts barley of distribution plowmen young oxen turners of year The enpriest of Inanna by the goat was found,4.7897362544357485,6.49202291440628
69,P133314.conll,pisan-dub-ba gurum2 ak dab-ba erin2 sag-apin e2 {d}szul-gi i3-gal2 mu gu-za {d}en-lil2-la2 ba-dim2 ,Szusuen strong king king of Urim king of the four quarters,filing_basket ecavated inspection seized people head <np> pin house szulgir ni in year chair of enlil was created,Basketoftablets inspections seized labortroops headplows of,3.1690813733420775,4.2631635386103275
70,P110972.conll,pisan-dub-ba a2 gul-la en-te szabra-ne ... mu en {d}nanna ga-esz{ki} ba-a-hun ,Szusuen strong king king of Urim king of the four quarters,filing_basket <num> <vble> <np> <np> year priest he was hired nanna of gaesz,Basketoftablets labor of wintertime of the chief household administrators year The highpriestess of Nanna by means of extispicy was hired,4.4131346069773665,11.544630678189572
71,P204991.conll,pisan-dub-ba kiszib3 ra-a gurum2-ma szabra-ne i3-gal2 mu ,Szusuen strong king king of Urim king of the four quarters,filing_basket beat unit of <n> <np> he ni in year,Basketoftablets those struck down by the chief household administrators are here year,5.224081268759072,4.789232204309912
72,P115087.conll,pisan-dub-ba tag-tag-ga udu gukkal-ka zu2-si-ka gir2-su{ki}-ta gu2-ab-ba{ki}-sze3 i3-gal2 mu hu-hu-nu-ri{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,<vble> filing_basket sheep of his <n> of <n> from girsu of guabba of <np> he ni in year huhunuri place,Basketoftablets woven goods sheep from the oxenhouse to Guabba are here year unuri was destroyed,4.7897362544357485,3.814165616365677
73,P127488.conll,1(disz) udu niga {gesz}gu-za en-na giri3 nu-ur2-{d}suen sagi ba-ba-an-sze-en maszkim iti u4 1(u) 5(disz) ba-zal ki {d}szul-gi-a-a-mu-ta ba-zi iti masz-da3-gu7 mu sza-asz-ru{ki} ba-hul 1(disz) ,Szusuen strong king king of Urim king of the four quarters,one sheep barley chair of priest not foot ur2 { d} suen cup_bearer porridge <np> n barley for <np> n administrator month ten day that day was passed day szulgirayamu unknown bazi month in maszdagu year szaszru one place,1 grainfed sheep for the throne of NurSuen the cupbearer responsible official of the month Gazelle feast,1.4512948213594956,13.613639762823993
74,P290815.conll,5(u) sa gi-zi gu-nigin2-ba 5(disz)-ta ki lugal-mu-ma-an-ag2-ta kiszib3 a-lu5-lu5 iti sze-kar-ra-gal2-la mu en eridu{ki} ba-hun a-lu5-lu5 dumu inim-{d}szara2 kuruszda {d}szara2-ka ,Szusuen strong king king of Urim king of the four quarters,ten bundle of reed in its bale from <num> day mine king ma <np> n <np> g2 unknown unit of alulu month in szekaragala year he was hired priest of eridug of alulu child was destroyed for urmami child,5 bundles of good reed in bales of 5 bundles each from Lugalmumanag Year The highpriestess of Eridu was hired,3.308236787010893,4.7897362544357485
